sep=,

"Intel(R) Advisor Command Line Tool
Copyright (C) 2009-2016 Intel Corporation. All rights reserved."
"Survey Data version=1.1.0","delimiter=,"

"MPI rank:0"

"ID","Function Call Sites and Loops","","Vector Issues","Self Time","Elapsed Time","Total Time","Type","FLOPS And AVX-512 Mask Usage","GFLOPS","AI","Mask Utilization","L1 GB/s","GFLOP","FLOP Per Iteration","L1 GB","L1 Bytes Per Iteration","Why No Vectorization?","Vectorized Loops","Vector ISA","Efficiency","Gain Estimate","VL (Vector Length)","Compiler Estimated Gain","Trip Counts","Trip Counts Average","Trip Counts Min","Trip Counts Max","Trip Counts Call Count","Trip Counts Iteration Duration","Instruction Set Analysis","Traits","Data Types","Number of Vector Registers","Vector Widths","Instruction Sets","Advanced","Transformations","Unroll Factor","Multi-Pumping Factor","Vectorization Details","Optimization Details","Location","Source Location","Module"
"","[child]-[loop in pxrdepose_currents_on_grid_jxjyjz at current_deposition.F90:363]","-1","","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","","","","","","","","","","1","1","1","1","10","","","","","0","","","","","","","","","current_deposition.F90:363","current_deposition.F90:363","picsar_carl_advisor"
"","[child]-[loop in pxrdepose_currents_on_grid_jxjyjz at current_deposition.F90:363]","-1","","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","","","cannot compute loop iteration count before executing the loop ","","","","","","","","","","","","","","","Int32; Int64; UInt32","2","512","AVX512F_512","","","","","","","current_deposition.F90:363","current_deposition.F90:363","picsar_carl_advisor"
"","[loop in pxrdepose_currents_on_grid_jxjyjz at current_deposition.F90:363]","-1","","n/a","n/a","n/a","Vectorized ([Body; Peeled; Remainder])","","","","","","","","","","1 vectorization possible but seems inefficient. Use vector always directive or -vec-threshold0 to override ","[AVX512]","[AVX512]","","","[8]","","","","","","","","","","[Float64; Int64; UInt64]","[0; 1; 4]","[512]","[AVX512F_512]","[Unrolled by 2]","[Unrolled]","[2]","","[Masked Loop Vectorization; Unaligned Access in Vector Loop]","[LOOP WAS UNROLLED BY 2]","current_deposition.F90:363","current_deposition.F90:363","picsar_carl_advisor"
"","[child]-[loop in pxrdepose_currents_on_grid_jxjyjz at current_deposition.F90:363]","-1","","n/a","n/a","n/a","Peeled [Not Executed]","","","","","","","","0.0003","10.6667","vectorization possible but seems inefficient. Use vector always directive or -vec-threshold0 to override ","","","","","","","1","1","1","6","8400","","","","","0","","","","","","","","","current_deposition.F90:363","current_deposition.F90:363","picsar_carl_advisor"
"","[child]-[loop in pxrdepose_currents_on_grid_jxjyjz at current_deposition.F90:363]","-1","","n/a","n/a","n/a","Vectorized (Body) [Not Executed]","","","","","","","","0.0012","128","","AVX512","AVX512","","","8","6.93x","1","1","1","1","9610","","","","<b>Float64</b>","1","512","AVX512F_512","Unrolled by 2","Unrolled","2","","","LOOP WAS UNROLLED BY 2","current_deposition.F90:363","current_deposition.F90:363","picsar_carl_advisor"
"","[child]-[loop in pxrdepose_currents_on_grid_jxjyjz at current_deposition.F90:363]","-1","","n/a","n/a","n/a","Vectorized (Remainder) [Not Executed]","","","","","","","","0.0009","49.0788","","AVX512","AVX512","","","8","1.91x","1","1","1","2","9610","","","","<b>Float64</b>; Int64; UInt64","4","512","AVX512F_512","","","","","Masked Loop Vectorization; Unaligned Access in Vector Loop","","current_deposition.F90:363","current_deposition.F90:363","picsar_carl_advisor"
"","[loop in pxrdepose_currents_on_grid_jxjyjz at current_deposition.F90:364]","-1","","n/a","n/a","n/a","Scalar Versions","","","","","","","","","","2 cannot compute loop iteration count before executing the loop ","","","","","","","","","","","","","","","[UInt32; UInt64]","[2; 4]","[512]","[AVX512F_512]","","","","","","","current_deposition.F90:364","current_deposition.F90:364","picsar_carl_advisor"
"","[child]-[loop in pxrdepose_currents_on_grid_jxjyjz at current_deposition.F90:364]","-1","","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","0.0010","104","cannot compute loop iteration count before executing the loop ","","","","","","","31","31","31","31","310","","","","UInt32; UInt64","4","512","AVX512F_512","","","","","","","current_deposition.F90:364","current_deposition.F90:364","picsar_carl_advisor"
"","[child]-[loop in pxrdepose_currents_on_grid_jxjyjz at current_deposition.F90:364]","-1","","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","< 0.0001","2480","inner loop was already vectorized","","","","","","","1","1","1","1","10","","","","","2","","","","","","","","","current_deposition.F90:364","current_deposition.F90:364","picsar_carl_advisor"
"","[loop in pxrdepose_currents_on_grid_jxjyjz at current_deposition.F90:364]","-1","1 Ineffective peeled/remainder loop(s) present ","n/a","n/a","n/a","Scalar Versions","","","","","","","","","","1 cannot compute loop iteration count before executing the loop ","","","","","","","","","","","","","","","[Int32; Int64; UInt32]","[0; 2]","[512]","[AVX512F_512]","","","","","","","current_deposition.F90:364","current_deposition.F90:364","picsar_carl_advisor"
"","[child]-[loop in pxrdepose_currents_on_grid_jxjyjz at current_deposition.F90:364]","-1","","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","","","","","","","","","","1","1","1","1","10","","","","","0","","","","","","","","","current_deposition.F90:364","current_deposition.F90:364","picsar_carl_advisor"
"","[child]-[loop in pxrdepose_currents_on_grid_jxjyjz at current_deposition.F90:364]","-1","","n/a","n/a","n/a","Scalar [Not Executed]","","","","","","","","","","cannot compute loop iteration count before executing the loop ","","","","","","","","","","","","","","","Int32; Int64; UInt32","2","512","AVX512F_512","","","","","","","current_deposition.F90:364","current_deposition.F90:364","picsar_carl_advisor"
"","[loop in pxrdepose_currents_on_grid_jxjyjz at current_deposition.F90:364]","-1","","n/a","n/a","n/a","Vectorized ([Body; Peeled; Remainder])","","","","","","","","","","1 vectorization possible but seems inefficient. Use vector always directive or -vec-threshold0 to override ","[AVX512]","[AVX512]","","","[8]","","","","","","","","","","[Float64; Int64; UInt64]","[0; 1; 4]","[512]","[AVX512F_512]","[Unrolled by 2]","[Unrolled]","[2]","","[Masked Loop Vectorization; Unaligned Access in Vector Loop]","[LOOP WAS UNROLLED BY 2]","current_deposition.F90:364","current_deposition.F90:364","picsar_carl_advisor"
"","[child]-[loop in pxrdepose_currents_on_grid_jxjyjz at current_deposition.F90:364]","-1","","n/a","n/a","n/a","Peeled [Not Executed]","","","","","","","","0.0003","10.6667","vectorization possible but seems inefficient. Use vector always directive or -vec-threshold0 to override ","","","","","","","1","1","1","6","8400","","","","","0","","","","","","","","","current_deposition.F90:364","current_deposition.F90:364","picsar_carl_advisor"
"","[child]-[loop in pxrdepose_currents_on_grid_jxjyjz at current_deposition.F90:364]","-1","","n/a","n/a","n/a","Vectorized (Body) [Not Executed]","","","","","","","","0.0012","128","","AVX512","AVX512","","","8","6.93x","1","1","1","1","9610","","","","<b>Float64</b>","1","512","AVX512F_512","Unrolled by 2","Unrolled","2","","","LOOP WAS UNROLLED BY 2","current_deposition.F90:364","current_deposition.F90:364","picsar_carl_advisor"
"","[child]-[loop in pxrdepose_currents_on_grid_jxjyjz at current_deposition.F90:364]","-1","","n/a","n/a","n/a","Vectorized (Remainder) [Not Executed]","","","","","","","","0.0009","49.0788","","AVX512","AVX512","","","8","1.91x","1","1","1","2","9610","","","","<b>Float64</b>; Int64; UInt64","4","512","AVX512F_512","","","","","Masked Loop Vectorization; Unaligned Access in Vector Loop","","current_deposition.F90:364","current_deposition.F90:364","picsar_carl_advisor"
"","[loop in pxrdepose_currents_on_grid_jxjyjz_classical_sub_openmp_v2_$omp$parallel@906 at current_deposition.F90:935]","-1","1 Ineffective peeled/remainder loop(s) present ","n/a","n/a","n/a","Vectorized ([Body; Remainder])","","","","","","","","","","1 vectorization possible but seems inefficient. Use vector always directive or -vec-threshold0 to override ","[AVX512]","[AVX512]","","","[8]","","","","","","","","","","[Float64]","[0; 1]","[512]","[AVX512F_512]","","","","","[Unaligned Access in Vector Loop]","","current_deposition.F90:935","current_deposition.F90:935","picsar_carl_advisor"
"","[child]-[loop in pxrdepose_currents_on_grid_jxjyjz_classical_sub_openmp_v2_$omp$parallel@906 at current_deposition.F90:935]","-1","","n/a","n/a","n/a","Vectorized (Body) [Not Executed]","","","","","","","","0.0039","64","","AVX512","AVX512","","","8","2.00x","1","1","1","1","60750","","","","<b>Float64</b>","1","512","AVX512F_512","","","","","Unaligned Access in Vector Loop","","current_deposition.F90:935","current_deposition.F90:935","picsar_carl_advisor"
"","[child]-[loop in pxrdepose_currents_on_grid_jxjyjz_classical_sub_openmp_v2_$omp$parallel@906 at current_deposition.F90:935]","-1","","n/a","n/a","n/a","Remainder [Not Executed]","","","","","","","","0.0013","8","vectorization possible but seems inefficient. Use vector always directive or -vec-threshold0 to override ","","","","","","","2","2","2","4","60750","","","","","0","","","","","","","","","current_deposition.F90:935","current_deposition.F90:935","picsar_carl_advisor"
"","[loop in pxrdepose_currents_on_grid_jxjyjz_classical_sub_openmp_v2_$omp$parallel@906 at current_deposition.F90:936]","-1","1 Ineffective peeled/remainder loop(s) present ","n/a","n/a","n/a","Vectorized ([Body; Remainder])","","","","","","","","","","1 vectorization possible but seems inefficient. Use vector always directive or -vec-threshold0 to override ","[AVX512]","[AVX512]","","","[8]","","","","","","","","","","[Float64]","[0; 1]","[512]","[AVX512F_512]","","","","","[Unaligned Access in Vector Loop]","","current_deposition.F90:936","current_deposition.F90:936","picsar_carl_advisor"
"","[child]-[loop in pxrdepose_currents_on_grid_jxjyjz_classical_sub_openmp_v2_$omp$parallel@906 at current_deposition.F90:936]","-1","","n/a","n/a","n/a","Vectorized (Body) [Not Executed]","","","","","","","","0.0039","64","","AVX512","AVX512","","","8","2.00x","1","1","1","1","60750","","","","<b>Float64</b>","1","512","AVX512F_512","","","","","Unaligned Access in Vector Loop","","current_deposition.F90:936","current_deposition.F90:936","picsar_carl_advisor"
"","[child]-[loop in pxrdepose_currents_on_grid_jxjyjz_classical_sub_openmp_v2_$omp$parallel@906 at current_deposition.F90:936]","-1","","n/a","n/a","n/a","Remainder [Not Executed]","","","","","","","","0.0013","8","vectorization possible but seems inefficient. Use vector always directive or -vec-threshold0 to override ","","","","","","","2","2","2","4","60750","","","","","0","","","","","","","","","current_deposition.F90:936","current_deposition.F90:936","picsar_carl_advisor"
"","[loop in pxrdepose_currents_on_grid_jxjyjz_classical_sub_openmp_v2_$omp$parallel@906 at current_deposition.F90:937]","-1","1 Ineffective peeled/remainder loop(s) present ","n/a","n/a","n/a","Vectorized ([Body; Remainder])","","","","","","","","","","1 vectorization possible but seems inefficient. Use vector always directive or -vec-threshold0 to override ","[AVX512]","[AVX512]","","","[8]","","","","","","","","","","[Float64]","[0; 1]","[512]","[AVX512F_512]","","","","","[Unaligned Access in Vector Loop]","","current_deposition.F90:937","current_deposition.F90:937","picsar_carl_advisor"
"","[child]-[loop in pxrdepose_currents_on_grid_jxjyjz_classical_sub_openmp_v2_$omp$parallel@906 at current_deposition.F90:937]","-1","","n/a","n/a","n/a","Vectorized (Body) [Not Executed]","","","","","","","","0.0039","64","","AVX512","AVX512","","","8","2.00x","1","1","1","1","60750","","","","<b>Float64</b>","1","512","AVX512F_512","","","","","Unaligned Access in Vector Loop","","current_deposition.F90:937","current_deposition.F90:937","picsar_carl_advisor"
"","[child]-[loop in pxrdepose_currents_on_grid_jxjyjz_classical_sub_openmp_v2_$omp$parallel@906 at current_deposition.F90:937]","-1","","n/a","n/a","n/a","Remainder [Not Executed]","","","","","","","","0.0013","8","vectorization possible but seems inefficient. Use vector always directive or -vec-threshold0 to override ","","","","","","","2","2","2","4","60750","","","","","0","","","","","","","","","current_deposition.F90:937","current_deposition.F90:937","picsar_carl_advisor"
"","[loop in pxrdepose_currents_on_grid_jxjyjz_classical_sub_openmp_v2_$omp$parallel@906 at current_deposition.F90:986]","-1","1 Ineffective peeled/remainder loop(s) present ","n/a","n/a","n/a","Vectorized ([Body; Peeled; Remainder])","","","","","","","","","","","[AVX512]","[AVX512]","","","[8]","","","","","","","","","","[Float32; Float64; Int64; UInt64]","[4; 6]","[512]","[AVX512F_512]","[Unrolled by 2]","[Unrolled]","[2]","","[Masked Loop Vectorization; Unaligned Access in Vector Loop]","[LOOP WAS UNROLLED BY 2]","current_deposition.F90:986","current_deposition.F90:986","picsar_carl_advisor"
"","[child]-[loop in pxrdepose_currents_on_grid_jxjyjz_classical_sub_openmp_v2_$omp$parallel@906 at current_deposition.F90:986]","-1","","n/a","n/a","n/a","Vectorized (Peeled) [Not Executed]","85170","","0.0292","48.6574","","< 0.0001","3.8926","0.0029","133.422","","AVX512","AVX512","","","8","1.20x","1","1","1","1","21880","","","","<b>Float64</b>; Int64; UInt64","6","512","AVX512F_512","","","","","Masked Loop Vectorization; Unaligned Access in Vector Loop","","current_deposition.F90:986","current_deposition.F90:986","picsar_carl_advisor"
"","[child]-[loop in pxrdepose_currents_on_grid_jxjyjz_classical_sub_openmp_v2_$omp$parallel@906 at current_deposition.F90:986]","-1","","n/a","n/a","n/a","Vectorized (Body) [Not Executed]","","","","","","","","","","","AVX512","AVX512","","","8","7.12x","","","","","","","","","Float32; <b>Float64</b>","4","512","AVX512F_512","Unrolled by 2","Unrolled","2","","Unaligned Access in Vector Loop","LOOP WAS UNROLLED BY 2","current_deposition.F90:986","current_deposition.F90:986","picsar_carl_advisor"
"","[child]-[loop in pxrdepose_currents_on_grid_jxjyjz_classical_sub_openmp_v2_$omp$parallel@906 at current_deposition.F90:986]","-1","","n/a","n/a","n/a","Vectorized (Remainder) [Not Executed]","71080","","0.0286","45.4941","","< 0.0001","3.63953","0.0025","127.349","","AVX512","AVX512","","","8","2.42x","1","1","1","1","19530","","","","<b>Float64</b>; Int64; UInt64","6","512","AVX512F_512","","","","","Masked Loop Vectorization; Unaligned Access in Vector Loop","","current_deposition.F90:986","current_deposition.F90:986","picsar_carl_advisor"
"","[loop in pxrdepose_currents_on_grid_jxjyjz_classical_sub_openmp_v2_$omp$parallel@906 at current_deposition.F90:987]","-1","1 Ineffective peeled/remainder loop(s) present ","n/a","n/a","n/a","Vectorized ([Body; Peeled; Remainder])","","","","","","","","","","","[AVX512]","[AVX512]","","","[8]","","","","","","","","","","[Float32; Float64; Int64; UInt64]","[4; 6]","[512]","[AVX512F_512]","[Unrolled by 2]","[Unrolled]","[2]","","[Masked Loop Vectorization; Unaligned Access in Vector Loop]","[LOOP WAS UNROLLED BY 2]","current_deposition.F90:987","current_deposition.F90:987","picsar_carl_advisor"
"","[child]-[loop in pxrdepose_currents_on_grid_jxjyjz_classical_sub_openmp_v2_$omp$parallel@906 at current_deposition.F90:987]","-1","","n/a","n/a","n/a","Vectorized (Peeled) [Not Executed]","85170","","0.0292","48.6574","","< 0.0001","3.8926","0.0029","133.422","","AVX512","AVX512","","","8","1.20x","1","1","1","1","21880","","","","<b>Float64</b>; Int64; UInt64","6","512","AVX512F_512","","","","","Masked Loop Vectorization; Unaligned Access in Vector Loop","","current_deposition.F90:987","current_deposition.F90:987","picsar_carl_advisor"
"","[child]-[loop in pxrdepose_currents_on_grid_jxjyjz_classical_sub_openmp_v2_$omp$parallel@906 at current_deposition.F90:987]","-1","","n/a","n/a","n/a","Vectorized (Body) [Not Executed]","","","","","","","","","","","AVX512","AVX512","","","8","7.12x","","","","","","","","","Float32; <b>Float64</b>","4","512","AVX512F_512","Unrolled by 2","Unrolled","2","","Unaligned Access in Vector Loop","LOOP WAS UNROLLED BY 2","current_deposition.F90:987","current_deposition.F90:987","picsar_carl_advisor"
"","[child]-[loop in pxrdepose_currents_on_grid_jxjyjz_classical_sub_openmp_v2_$omp$parallel@906 at current_deposition.F90:987]","-1","","n/a","n/a","n/a","Vectorized (Remainder) [Not Executed]","71080","","0.0286","45.4941","","< 0.0001","3.63953","0.0025","127.349","","AVX512","AVX512","","","8","2.42x","1","1","1","1","19530","","","","<b>Float64</b>; Int64; UInt64","6","512","AVX512F_512","","","","","Masked Loop Vectorization; Unaligned Access in Vector Loop","","current_deposition.F90:987","current_deposition.F90:987","picsar_carl_advisor"
"","[loop in pxrdepose_currents_on_grid_jxjyjz_classical_sub_openmp_v2_$omp$parallel@906 at current_deposition.F90:1025]","-1","1 Ineffective peeled/remainder loop(s) present ","n/a","n/a","n/a","Vectorized ([Body; Peeled; Remainder])","","","","","","","","","","","[AVX512]","[AVX512]","","","[8]","","","","","","","","","","[Float32; Float64; Int64; UInt64]","[4; 6]","[512]","[AVX512F_512]","[Unrolled by 2]","[Unrolled]","[2]","","[Masked Loop Vectorization; Unaligned Access in Vector Loop]","[LOOP WAS UNROLLED BY 2]","current_deposition.F90:1025","current_deposition.F90:1025","picsar_carl_advisor"
"","[child]-[loop in pxrdepose_currents_on_grid_jxjyjz_classical_sub_openmp_v2_$omp$parallel@906 at current_deposition.F90:1025]","-1","","n/a","n/a","n/a","Vectorized (Peeled) [Not Executed]","156890","","0.0238","27.6761","","0.0002","2.21408","0.0066","93.138","","AVX512","AVX512","","","8","1.20x","1","1","1","1","70860","","","","<b>Float64</b>; Int64; UInt64","6","512","AVX512F_512","","","","","Masked Loop Vectorization; Unaligned Access in Vector Loop","","current_deposition.F90:1025","current_deposition.F90:1025","picsar_carl_advisor"
"","[child]-[loop in pxrdepose_currents_on_grid_jxjyjz_classical_sub_openmp_v2_$omp$parallel@906 at current_deposition.F90:1025]","-1","","n/a","n/a","n/a","Vectorized (Body) [Not Executed]","","","","","","","","","","","AVX512","AVX512","","","8","7.12x","","","","","","","","","Float32; <b>Float64</b>","4","512","AVX512F_512","Unrolled by 2","Unrolled","2","","Unaligned Access in Vector Loop","LOOP WAS UNROLLED BY 2","current_deposition.F90:1025","current_deposition.F90:1025","picsar_carl_advisor"
"","[child]-[loop in pxrdepose_currents_on_grid_jxjyjz_classical_sub_openmp_v2_$omp$parallel@906 at current_deposition.F90:1025]","-1","","n/a","n/a","n/a","Vectorized (Remainder) [Not Executed]","45610","","0.0197","22.5079","","< 0.0001","1.80063","0.0023","91.2152","","AVX512","AVX512","","","8","2.42x","1","1","1","1","25330","","","","<b>Float64</b>; Int64; UInt64","6","512","AVX512F_512","","","","","Masked Loop Vectorization; Unaligned Access in Vector Loop","","current_deposition.F90:1025","current_deposition.F90:1025","picsar_carl_advisor"
"","[loop in pxrdepose_currents_on_grid_jxjyjz_classical_sub_openmp_v2_$omp$parallel@906 at current_deposition.F90:1027]","-1","1 Ineffective peeled/remainder loop(s) present ","n/a","n/a","n/a","Vectorized ([Body; Peeled; Remainder])","","","","","","","","","","","[AVX512]","[AVX512]","","","[8]","","","","","","","","","","[Float32; Float64; Int64; UInt64]","[4; 6]","[512]","[AVX512F_512]","[Unrolled by 2]","[Unrolled]","[2]","","[Masked Loop Vectorization; Unaligned Access in Vector Loop]","[LOOP WAS UNROLLED BY 2]","current_deposition.F90:1027","current_deposition.F90:1027","picsar_carl_advisor"
"","[child]-[loop in pxrdepose_currents_on_grid_jxjyjz_classical_sub_openmp_v2_$omp$parallel@906 at current_deposition.F90:1027]","-1","","n/a","n/a","n/a","Vectorized (Peeled) [Not Executed]","156970","","0.0238","27.6745","","0.0002","2.21396","0.0066","93.1351","","AVX512","AVX512","","","8","1.20x","1","1","1","1","70900","","","","<b>Float64</b>; Int64; UInt64","6","512","AVX512F_512","","","","","Masked Loop Vectorization; Unaligned Access in Vector Loop","","current_deposition.F90:1027","current_deposition.F90:1027","picsar_carl_advisor"
"","[child]-[loop in pxrdepose_currents_on_grid_jxjyjz_classical_sub_openmp_v2_$omp$parallel@906 at current_deposition.F90:1027]","-1","","n/a","n/a","n/a","Vectorized (Body) [Not Executed]","","","","","","","","","","","AVX512","AVX512","","","8","7.12x","","","","","","","","","Float32; <b>Float64</b>","4","512","AVX512F_512","Unrolled by 2","Unrolled","2","","Unaligned Access in Vector Loop","LOOP WAS UNROLLED BY 2","current_deposition.F90:1027","current_deposition.F90:1027","picsar_carl_advisor"
"","[child]-[loop in pxrdepose_currents_on_grid_jxjyjz_classical_sub_openmp_v2_$omp$parallel@906 at current_deposition.F90:1027]","-1","","n/a","n/a","n/a","Vectorized (Remainder) [Not Executed]","45530","","0.0197","22.4773","","< 0.0001","1.79818","0.0023","91.1564","","AVX512","AVX512","","","8","2.42x","1","1","1","1","25320","","","","<b>Float64</b>; Int64; UInt64","6","512","AVX512F_512","","","","","Masked Loop Vectorization; Unaligned Access in Vector Loop","","current_deposition.F90:1027","current_deposition.F90:1027","picsar_carl_advisor"
"","[loop in pxrdepose_currents_on_grid_jxjyjz_classical_sub_openmp_v2_$omp$parallel@906 at current_deposition.F90:1031]","-1","1 Ineffective peeled/remainder loop(s) present ","n/a","n/a","n/a","Vectorized ([Body; Peeled; Remainder])","","","","","","","","","","","[AVX512]","[AVX512]","","","[8]","","","","","","","","","","[Float32; Float64; Int64; UInt64]","[4; 6]","[512]","[AVX512F_512]","[Unrolled by 2]","[Unrolled]","[2]","","[Masked Loop Vectorization; Unaligned Access in Vector Loop]","[LOOP WAS UNROLLED BY 2]","current_deposition.F90:1031","current_deposition.F90:1031","picsar_carl_advisor"
"","[child]-[loop in pxrdepose_currents_on_grid_jxjyjz_classical_sub_openmp_v2_$omp$parallel@906 at current_deposition.F90:1031]","-1","","n/a","n/a","n/a","Vectorized (Peeled) [Not Executed]","156890","","0.0238","27.6761","","0.0002","2.21408","0.0066","93.138","","AVX512","AVX512","","","8","1.20x","1","1","1","1","70860","","","","<b>Float64</b>; Int64; UInt64","6","512","AVX512F_512","","","","","Masked Loop Vectorization; Unaligned Access in Vector Loop","","current_deposition.F90:1031","current_deposition.F90:1031","picsar_carl_advisor"
"","[child]-[loop in pxrdepose_currents_on_grid_jxjyjz_classical_sub_openmp_v2_$omp$parallel@906 at current_deposition.F90:1031]","-1","","n/a","n/a","n/a","Vectorized (Body) [Not Executed]","","","","","","","","","","","AVX512","AVX512","","","8","7.12x","","","","","","","","","Float32; <b>Float64</b>","4","512","AVX512F_512","Unrolled by 2","Unrolled","2","","Unaligned Access in Vector Loop","LOOP WAS UNROLLED BY 2","current_deposition.F90:1031","current_deposition.F90:1031","picsar_carl_advisor"
"","[child]-[loop in pxrdepose_currents_on_grid_jxjyjz_classical_sub_openmp_v2_$omp$parallel@906 at current_deposition.F90:1031]","-1","","n/a","n/a","n/a","Vectorized (Remainder) [Not Executed]","45610","","0.0197","22.5079","","< 0.0001","1.80063","0.0023","91.2152","","AVX512","AVX512","","","8","2.42x","1","1","1","1","25330","","","","<b>Float64</b>; Int64; UInt64","6","512","AVX512F_512","","","","","Masked Loop Vectorization; Unaligned Access in Vector Loop","","current_deposition.F90:1031","current_deposition.F90:1031","picsar_carl_advisor"
"","[loop in pxrdepose_currents_on_grid_jxjyjz_classical_sub_openmp_v2_$omp$parallel@906 at current_deposition.F90:1079]","-1","1 Ineffective peeled/remainder loop(s) present ","n/a","n/a","n/a","Vectorized ([Body; Peeled; Remainder])","","","","","","","","","","","[AVX512]","[AVX512]","","","[8]","","","","","","","","","","[Float32; Float64; Int64; UInt64]","[4; 6]","[512]","[AVX512F_512]","[Unrolled by 2]","[Unrolled]","[2]","","[Masked Loop Vectorization; Unaligned Access in Vector Loop]","[LOOP WAS UNROLLED BY 2]","current_deposition.F90:1079","current_deposition.F90:1079","picsar_carl_advisor"
"","[child]-[loop in pxrdepose_currents_on_grid_jxjyjz_classical_sub_openmp_v2_$omp$parallel@906 at current_deposition.F90:1079]","-1","","n/a","n/a","n/a","Vectorized (Peeled) [Not Executed]","61310","","0.0292","48.6587","","< 0.0001","3.8927","0.0021","133.425","","AVX512","AVX512","","","8","1.20x","1","1","1","1","15750","","","","<b>Float64</b>; Int64; UInt64","6","512","AVX512F_512","","","","","Masked Loop Vectorization; Unaligned Access in Vector Loop","","current_deposition.F90:1079","current_deposition.F90:1079","picsar_carl_advisor"
"","[child]-[loop in pxrdepose_currents_on_grid_jxjyjz_classical_sub_openmp_v2_$omp$parallel@906 at current_deposition.F90:1079]","-1","","n/a","n/a","n/a","Vectorized (Body) [Not Executed]","","","","","","","","","","","AVX512","AVX512","","","8","7.12x","","","","","","","","","Float32; <b>Float64</b>","4","512","AVX512F_512","Unrolled by 2","Unrolled","2","","Unaligned Access in Vector Loop","LOOP WAS UNROLLED BY 2","current_deposition.F90:1079","current_deposition.F90:1079","picsar_carl_advisor"
"","[child]-[loop in pxrdepose_currents_on_grid_jxjyjz_classical_sub_openmp_v2_$omp$parallel@906 at current_deposition.F90:1079]","-1","","n/a","n/a","n/a","Vectorized (Remainder) [Not Executed]","51190","","0.0286","45.478","","< 0.0001","3.63824","0.0018","127.318","","AVX512","AVX512","","","8","2.42x","1","1","1","1","14070","","","","<b>Float64</b>; Int64; UInt64","6","512","AVX512F_512","","","","","Masked Loop Vectorization; Unaligned Access in Vector Loop","","current_deposition.F90:1079","current_deposition.F90:1079","picsar_carl_advisor"
"","[loop in pxrdepose_currents_on_grid_jxjyjz_classical_sub_openmp_v2_$omp$parallel@906 at current_deposition.F90:1083]","-1","1 Ineffective peeled/remainder loop(s) present ","n/a","n/a","n/a","Vectorized ([Body; Peeled; Remainder])","","","","","","","","","","","[AVX512]","[AVX512]","","","[8]","","","","","","","","","","[Float32; Float64; Int64; UInt64]","[4; 6]","[512]","[AVX512F_512]","[Unrolled by 2]","[Unrolled]","[2]","","[Masked Loop Vectorization; Unaligned Access in Vector Loop]","[LOOP WAS UNROLLED BY 2]","current_deposition.F90:1083","current_deposition.F90:1083","picsar_carl_advisor"
"","[child]-[loop in pxrdepose_currents_on_grid_jxjyjz_classical_sub_openmp_v2_$omp$parallel@906 at current_deposition.F90:1083]","-1","","n/a","n/a","n/a","Vectorized (Peeled) [Not Executed]","61340","","0.0292","48.6516","","< 0.0001","3.89213","0.0021","133.411","","AVX512","AVX512","","","8","1.20x","1","1","1","1","15760","","","","<b>Float64</b>; Int64; UInt64","6","512","AVX512F_512","","","","","Masked Loop Vectorization; Unaligned Access in Vector Loop","","current_deposition.F90:1083","current_deposition.F90:1083","picsar_carl_advisor"
"","[child]-[loop in pxrdepose_currents_on_grid_jxjyjz_classical_sub_openmp_v2_$omp$parallel@906 at current_deposition.F90:1083]","-1","","n/a","n/a","n/a","Vectorized (Body) [Not Executed]","","","","","","","","","","","AVX512","AVX512","","","8","7.12x","","","","","","","","","Float32; <b>Float64</b>","4","512","AVX512F_512","Unrolled by 2","Unrolled","2","","Unaligned Access in Vector Loop","LOOP WAS UNROLLED BY 2","current_deposition.F90:1083","current_deposition.F90:1083","picsar_carl_advisor"
"","[child]-[loop in pxrdepose_currents_on_grid_jxjyjz_classical_sub_openmp_v2_$omp$parallel@906 at current_deposition.F90:1083]","-1","","n/a","n/a","n/a","Vectorized (Remainder) [Not Executed]","51160","","0.0286","45.4836","","< 0.0001","3.63869","0.0018","127.329","","AVX512","AVX512","","","8","2.42x","1","1","1","1","14060","","","","<b>Float64</b>; Int64; UInt64","6","512","AVX512F_512","","","","","Masked Loop Vectorization; Unaligned Access in Vector Loop","","current_deposition.F90:1083","current_deposition.F90:1083","picsar_carl_advisor"
"","[loop in pxrdepose_currents_on_grid_jxjyjz_classical_sub_openmp_v2_$omp$parallel@906 at current_deposition.F90:1085]","-1","1 Ineffective peeled/remainder loop(s) present ","n/a","n/a","n/a","Vectorized ([Body; Peeled; Remainder])","","","","","","","","","","","[AVX512]","[AVX512]","","","[8]","","","","","","","","","","[Float32; Float64; Int64; UInt64]","[4; 6]","[512]","[AVX512F_512]","[Unrolled by 2]","[Unrolled]","[2]","","[Masked Loop Vectorization; Unaligned Access in Vector Loop]","[LOOP WAS UNROLLED BY 2]","current_deposition.F90:1085","current_deposition.F90:1085","picsar_carl_advisor"
